SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,CREDIT_INCOME_PERCENT,ANNUITY_INCOME_PERCENT,CREDIT_TERM,DAYS_EMPLOYED_PERCENT,NB_PREVIOUS_APPLICATION,APPROVED_RATE_PREVIOUS
152876,Cash loans,M,N,Y,0,135000.0,550980.0,43659.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018801,12989,-324,-6989.0,-2520,,1,1,0,1,0,0,,2.0,2,2,THURSDAY,14,0,0,0,0,0,0,Business Entity Type 2,,0.45550999214428,0.1547436312725944,0.1969,1.0,0.9831,0.7688,,0.2,0.1724,0.3333,0.375,,,0.1911,,,0.2006,1.0,0.9831,0.7779,,0.2014,0.1724,0.3333,0.375,,,0.1991,,,0.1988,1.0,0.9831,0.7719,,0.2,0.1724,0.3333,0.375,,,0.1945,,,reg oper account,block of flats,0.2411,Panel,No,0.0,0.0,0.0,0.0,-885.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,4.081333333333333,0.3234,0.07923881084612872,-0.024944183539918393,5.0,0.5
386077,Cash loans,F,Y,Y,0,252000.0,577147.5,29596.5,459000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.016612,20422,365243,-14356.0,-3790,11.0,1,0,0,1,0,0,,2.0,2,2,MONDAY,10,0,0,0,0,0,0,XNA,0.4100109152876089,0.3191686763424829,0.1419915427739129,0.0649,0.087,0.9583,0.4288,0.0904,0.0,0.2414,0.125,0.1667,0.0911,0.0496,0.0723,0.0154,0.0364,0.0662,0.0903,0.9583,0.4512,0.0912,0.0,0.2414,0.125,0.1667,0.0932,0.0542,0.0753,0.0156,0.0386,0.0656,0.087,0.9583,0.4364,0.091,0.0,0.2414,0.125,0.1667,0.0927,0.0504,0.0736,0.0155,0.0372,reg oper spec account,block of flats,0.1142,"Stone, brick",No,4.0,0.0,4.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.290267857142857,0.11744642857142858,0.05128065182643952,17.884781118401722,4.0,1.0
251197,Cash loans,M,Y,Y,0,225000.0,432990.0,34339.5,382500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.022625,19757,365243,-11803.0,-3298,2.0,1,0,0,1,1,0,,2.0,2,2,THURSDAY,10,0,0,0,0,0,0,XNA,0.5273514555904849,0.6102697039845575,0.2881295999178507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3439.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9244,0.15262,0.07930783620868842,18.486764184845878,3.0,1.0
334343,Cash loans,F,N,N,1,184500.0,573408.0,27715.5,495000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.006233,11767,-543,-5441.0,-3971,,1,1,1,1,1,0,Sales staff,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,Self-employed,0.196198298481844,0.6166114452962421,,0.1237,0.1305,0.9876,,,0.0,0.4138,0.1667,,0.0325,,0.1375,,,0.1261,0.1354,0.9876,,,0.0,0.4138,0.1667,,0.0332,,0.1432,,,0.1249,0.1305,0.9876,,,0.0,0.4138,0.1667,,0.0331,,0.1399,,,,block of flats,0.1081,Panel,No,0.0,0.0,0.0,0.0,-1755.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3.1079024390243903,0.15021951219512195,0.04833469362129583,-0.046146001529701705,5.0,1.0
378055,Cash loans,F,N,N,0,225000.0,495351.0,35356.5,459000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.031329,18603,-620,-6320.0,-2157,,1,1,0,1,0,0,Sales staff,1.0,2,2,THURSDAY,10,0,0,0,0,0,0,Self-employed,,0.6444169456524449,0.6413682574954046,0.0412,0.0148,0.9727,0.626,0.0034,0.0,0.069,0.1667,0.2083,0.0344,0.0336,0.0313,0.0,0.0,0.042,0.0,0.9722,0.6341,0.003,0.0,0.069,0.1667,0.2083,0.0084,0.0367,0.0325,0.0,0.0,0.0416,0.0148,0.9727,0.631,0.0034,0.0,0.069,0.1667,0.2083,0.035,0.0342,0.0319,0.0,0.0,reg oper account,block of flats,0.0245,Block,No,0.0,0.0,0.0,0.0,-982.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,2.20156,0.15714,0.07137666018641327,-0.03332795785625974,8.0,1.0
448224,Cash loans,M,Y,Y,0,135000.0,450000.0,24543.0,450000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.0145199999999999,9476,-916,-4147.0,-2145,19.0,1,1,0,1,0,0,Sales staff,1.0,2,2,FRIDAY,13,0,0,0,0,0,0,Trade: type 3,0.0695463894484924,0.6119535050288513,0.2225807646753351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-805.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,3.3333333333333335,0.1818,0.05454,-0.0966652596032081,2.0,1.0
412764,Cash loans,F,N,Y,0,126000.0,360000.0,17446.5,360000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.0145199999999999,14779,-5374,-1305.0,-4159,,1,1,0,1,0,0,Accountants,1.0,2,2,FRIDAY,8,0,0,0,0,0,0,Government,0.4069161349276376,0.3293355389739838,0.6023863442690867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-3470.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,0.1384642857142857,0.0484625,-0.3636240611678733,,
102445,Cash loans,M,Y,N,0,81000.0,161595.0,17095.5,139500.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.002134,10265,-1284,-1435.0,-2890,12.0,1,1,0,1,0,0,Drivers,2.0,3,3,FRIDAY,8,0,0,0,0,0,0,Security Ministries,,0.4326407768638117,0.2866524828090694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-873.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,1.995,0.21105555555555555,0.10579225842383737,-0.1250852411105699,3.0,1.0
209393,Cash loans,F,N,N,0,157500.0,248760.0,24601.5,225000.0,Unaccompanied,Pensioner,Higher education,Separated,House / apartment,0.022625,22949,365243,-1129.0,-3470,,1,0,0,1,0,0,,1.0,2,2,SATURDAY,20,0,0,0,0,0,0,XNA,,0.4946827945771458,0.746300213050371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-2051.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,1.5794285714285714,0.1562,0.09889652677279305,15.91542115124842,3.0,1.0
417995,Cash loans,F,N,Y,0,67500.0,135000.0,13963.5,135000.0,,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,24084,365243,-10715.0,-4836,,1,0,0,1,1,0,,2.0,2,2,MONDAY,10,0,0,0,0,0,0,XNA,0.4221852631358161,0.7105023064381767,0.7503751495159068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2438.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.20686666666666667,0.10343333333333334,15.165379505065603,6.0,1.0
115777,Cash loans,F,N,Y,0,157500.0,566788.5,56191.5,522000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,20635,-4605,-273.0,-4161,,1,1,0,1,0,0,,2.0,1,1,THURSDAY,17,0,0,0,0,0,0,Government,,0.7735532297197539,,0.0701,,0.9806,,,,0.1379,0.1667,,0.0888,,0.1224,,,0.0714,,0.9762,,,,0.1379,0.1667,,0.0877,,0.075,,,0.0708,,0.9826,,,,0.1379,0.1667,,0.0904,,0.0739,,,,block of flats,0.1752,"Stone, brick",No,0.0,0.0,0.0,0.0,-1305.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3.5986571428571428,0.3567714285714286,0.09914015545481251,-0.2231645262902835,2.0,1.0
334552,Cash loans,F,N,N,0,180000.0,296280.0,14382.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,23087,365243,-5115.0,-5152,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,17,0,0,0,0,0,0,XNA,,0.6161512523677279,0.2793353208976285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2069.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.646,0.0799,0.048541919805589306,15.820288474033006,1.0,1.0
404280,Cash loans,F,Y,Y,0,81000.0,296280.0,23539.5,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,0.018634,14404,-3178,-2296.0,-4868,3.0,1,1,0,1,1,0,Cleaning staff,1.0,2,2,FRIDAY,19,0,0,0,0,0,0,School,0.3507227003396014,0.4860812974279737,0.7295666907060153,0.0577,0.0653,0.9786,,,0.0,0.1379,0.1667,,0.0478,,0.0537,,0.0517,0.0588,0.0677,0.9786,,,0.0,0.1379,0.1667,,0.0489,,0.0559,,0.0548,0.0583,0.0653,0.9786,,,0.0,0.1379,0.1667,,0.0486,,0.0547,,0.0528,,block of flats,0.0688,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.6577777777777776,0.2906111111111111,0.0794501822600243,-0.22063315745626214,3.0,1.0
305474,Cash loans,M,Y,N,0,112500.0,900000.0,29034.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,17402,-8508,-2721.0,-911,9.0,1,1,0,1,0,0,,2.0,2,2,FRIDAY,13,0,0,0,0,0,0,Industry: type 9,,0.5267749683492179,0.5190973382084597,0.066,0.0018,0.9727,,,0.0,0.1379,0.125,,0.0139,,0.0495,,0.0052,0.0672,0.0018,0.9727,,,0.0,0.1379,0.125,,0.0142,,0.0516,,0.0055,0.0666,0.0018,0.9727,,,0.0,0.1379,0.125,,0.0141,,0.0504,,0.0053,,block of flats,0.0431,"Stone, brick",No,0.0,0.0,0.0,0.0,-1628.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.25808,0.03226,-0.48890932076772786,1.0,1.0
171114,Cash loans,F,N,N,0,315000.0,540000.0,19395.0,540000.0,Unaccompanied,State servant,Secondary / secondary special,Widow,Office apartment,0.0035409999999999,20493,-7440,-6060.0,-3652,,1,1,0,1,0,0,Cooking staff,1.0,1,1,SATURDAY,9,0,0,0,0,0,0,School,0.8620229499308415,0.6079944873326363,0.4436153084085652,0.0165,0.0539,0.9871,0.8232,0.005,0.0,0.069,0.0417,0.0833,0.0438,0.0134,0.0179,0.0,0.0,0.0168,0.0559,0.9871,0.8301,0.0051,0.0,0.069,0.0417,0.0833,0.0448,0.0147,0.0186,0.0,0.0,0.0167,0.0539,0.9871,0.8256,0.0051,0.0,0.069,0.0417,0.0833,0.0445,0.0137,0.0182,0.0,0.0,not specified,block of flats,0.0168,Wooden,Yes,2.0,0.0,2.0,0.0,-2495.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.7142857142857142,0.06157142857142857,0.035916666666666666,-0.36305079783340655,1.0,1.0
373297,Cash loans,F,N,Y,0,315000.0,1565091.0,50485.5,1343425.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.014464,18581,-3983,-12295.0,-2086,,1,1,0,1,0,0,Managers,2.0,2,2,THURSDAY,8,0,0,0,0,0,0,Self-employed,0.775099051652052,0.6012982776558717,0.7238369900414456,0.1485,0.1017,0.9816,0.7484,,0.16,0.1379,0.3333,0.375,0.1169,0.121,0.1444,0.0039,0.1293,0.1513,0.1055,0.9816,0.7583,,0.1611,0.1379,0.3333,0.375,0.1196,0.1322,0.1504,0.0039,0.1369,0.1499,0.1017,0.9816,0.7518,,0.16,0.1379,0.3333,0.375,0.119,0.1231,0.147,0.0039,0.132,reg oper account,block of flats,0.1496,Panel,No,0.0,0.0,0.0,0.0,-1371.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.968542857142857,0.16027142857142856,0.03225722977130403,-0.2143587535654701,8.0,1.0
306995,Cash loans,M,N,Y,0,202500.0,504306.0,27634.5,445500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.072508,20439,-844,-3805.0,-3374,,1,1,1,1,1,0,Laborers,2.0,1,1,TUESDAY,15,0,0,0,0,0,0,Business Entity Type 1,,0.7305834515650624,,0.5897,0.0,0.9945,0.9252,0.2862,0.72,0.1724,1.0,1.0,0.0,0.4808,0.5981,0.0,0.0585,0.6008,0.0,0.9945,0.9281,0.2888,0.725,0.1724,1.0,1.0,0.0,0.5253,0.6231,0.0,0.0619,0.5954,0.0,0.9945,0.9262,0.288,0.72,0.1724,1.0,1.0,0.0,0.4891,0.6088,0.0,0.0597,reg oper account,block of flats,0.4831,Monolithic,No,6.0,0.0,6.0,0.0,-112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.4904,0.13646666666666665,0.05479708748259985,-0.04129360536229757,,
104460,Cash loans,F,N,Y,0,180000.0,761872.5,53154.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,17544,-2036,-4400.0,-1075,,1,1,0,1,0,0,HR staff,2.0,2,2,SATURDAY,12,0,0,0,0,0,0,Housing,,0.6312997922315267,0.5172965813614878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1998.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.232625,0.2953,0.06976757922093263,-0.11605107159142727,1.0,1.0
149376,Cash loans,F,Y,Y,1,225000.0,271957.5,32404.5,252000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0228,15141,-1334,-7274.0,-3507,11.0,1,1,0,1,0,1,Realty agents,3.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Realtor,,0.4915126100123111,,0.1113,0.0368,0.9896,0.8572,0.0283,0.12,0.1034,0.3333,,,0.0899,0.1545,0.0039,0.0076,0.1134,0.0382,0.9896,0.8628,0.0286,0.1208,0.1034,0.3333,,,0.0983,0.161,0.0039,0.0081,0.1124,0.0368,0.9896,0.8591,0.0285,0.12,0.1034,0.3333,,,0.0915,0.1573,0.0039,0.0078,reg oper account,block of flats,0.1232,Panel,No,3.0,0.0,3.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.2087,0.14402,0.11915280880284604,-0.0881051449706096,,
354708,Cash loans,F,N,Y,1,225000.0,651960.0,23548.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.02461,14389,-3906,-2044.0,-5026,,1,1,0,1,1,0,Sales staff,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Self-employed,0.4002968401010502,0.5757912535847182,0.6894791426446275,0.1959,0.126,0.9945,0.9252,0.0,0.16,0.1379,0.375,0.4167,0.0552,0.1597,0.1945,0.0,0.0,0.1996,0.1308,0.9945,0.9281,0.0,0.1611,0.1379,0.375,0.4167,0.0565,0.1745,0.2027,0.0,0.0,0.1978,0.126,0.9945,0.9262,0.0,0.16,0.1379,0.375,0.4167,0.0562,0.1625,0.198,0.0,0.0,org spec account,block of flats,0.2089,Panel,No,0.0,0.0,0.0,0.0,-610.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.8976,0.10466,0.036119547211485366,-0.27145736326360415,1.0,1.0
451651,Cash loans,F,N,Y,0,90000.0,272520.0,21658.5,225000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.0228,10281,-1994,-4353.0,-2016,,1,1,0,1,1,0,Sales staff,2.0,2,2,THURSDAY,14,0,0,0,0,0,0,Self-employed,0.5232560414760811,0.5923533651579546,0.3077366963789207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-561.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.028,0.24065,0.07947490092470277,-0.19395000486334013,5.0,0.6666666666666666
210735,Cash loans,F,N,Y,0,540000.0,1572750.0,48946.5,1350000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,16241,-1098,-4979.0,-5074,,1,1,1,1,1,1,Sales staff,2.0,1,1,THURSDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.4411951370168428,0.7407373678121659,0.6512602186973006,0.1113,0.1173,0.9831,0.7688,0.0,0.2,0.1724,0.625,0.6667,0.0542,0.0908,0.1025,0.0,0.0122,0.1134,0.0974,0.9831,0.7779,0.0,0.1611,0.1379,0.625,0.6667,0.0554,0.0992,0.1068,0.0,0.0129,0.1124,0.1173,0.9831,0.7719,0.0,0.2,0.1724,0.625,0.6667,0.0551,0.0923,0.1043,0.0,0.0124,reg oper account,block of flats,0.0832,Panel,No,0.0,0.0,0.0,0.0,-2080.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,2.9125,0.09064166666666666,0.031121602288984262,-0.06760667446585801,8.0,0.875
